지점,지점명,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),습도(%)
133,대전,2020-01-17 1:44,-2,0,0,0,1016.9,62.3
133,대전,2020-01-17 1:45,-2,0,0,0,1016.9,62.2
133,대전,2020-01-17 1:46,-2.1,0,0,0.1,1016.9,62
133,대전,2020-01-17 1:47,-2.1,0,0,0,1016.9,62.1
133,대전,2020-01-17 1:48,-2.1,0,0,0,1016.9,62
133,대전,2020-01-17 1:49,-2.1,0,0,0,1016.9,61.9
133,대전,2020-01-17 1:50,-2.1,0,0,0,1016.9,61.9
133,대전,2020-01-17 1:51,-2.1,0,0,0,1016.9,61.7
133,대전,2020-01-17 1:52,-2.1,0,0,0,1016.9,61.7
133,대전,2020-01-17 1:53,-2.1,0,0,0,1016.9,61.7
133,대전,2020-01-17 1:54,-2.1,0,0,0,1016.9,61.7
133,대전,2020-01-17 1:55,-2.1,0,295.3,0.3,1016.9,61.9
133,대전,2020-01-17 1:56,-2.1,0,0,0,1016.9,61.8
133,대전,2020-01-17 1:57,-2.1,0,0,0,1016.9,61.7
133,대전,2020-01-17 1:58,-2.1,0,0,0,1016.9,61.8
133,대전,2020-01-17 1:59,-2.1,0,295.3,0.1,1016.9,61.7
133,대전,2020-01-17 2:00,-2.1,0,0,0.1,1016.9,61.8
133,대전,2020-01-17 2:01,-2.1,0,0,0,1016.9,61.8
133,대전,2020-01-17 2:02,-2.1,0,295.3,0.2,1017,61.8
133,대전,2020-01-17 2:03,-2,0,295.3,0.3,1017,61.8
133,대전,2020-01-17 2:04,-2,0,295.3,0.4,1017,61.9
133,대전,2020-01-17 2:05,-2,0,299.3,0.4,1017,61.8
133,대전,2020-01-17 2:06,-2,0,313.3,0.5,1017,61.7
133,대전,2020-01-17 2:07,-2,0,320.8,0.5,1017,61.7
133,대전,2020-01-17 2:08,-1.9,0,328.7,0.5,1017,61.6
133,대전,2020-01-17 2:09,-1.9,0,333.7,0.6,1017,61.5
133,대전,2020-01-17 2:10,-2,0,339.5,0.6,1017,61.3
133,대전,2020-01-17 2:11,-2,0,335.7,0.6,1017,61.2
133,대전,2020-01-17 2:12,-2,0,327.9,0.5,1017,61.3
133,대전,2020-01-17 2:13,-2,0,320.7,0.4,1017,61.5
133,대전,2020-01-17 2:14,-2,0,317.8,0.5,1017,61.5
133,대전,2020-01-17 2:15,-2,0,317.6,0.4,1016.9,61.8
133,대전,2020-01-17 2:16,-2,0,319,0.6,1016.9,62.2
133,대전,2020-01-17 2:17,-2,0,324.4,0.6,1016.9,62.5
133,대전,2020-01-17 2:18,-1.9,0,323.6,0.7,1016.9,62.5
133,대전,2020-01-17 2:19,-1.9,0,327.7,0.5,1016.9,62.3
133,대전,2020-01-17 2:20,-1.9,0,341.4,0.4,1016.9,62.3
133,대전,2020-01-17 2:21,-1.9,0,344.9,0.3,1016.9,62.1
133,대전,2020-01-17 2:22,-1.9,0,0,0.1,1016.9,61.8
133,대전,2020-01-17 2:23,-2,0,306.6,0.1,1016.9,61.7
133,대전,2020-01-17 2:24,-2,0,304.7,0.3,1016.9,61.5
133,대전,2020-01-17 2:25,-2,0,299.2,0.2,1016.9,61.6
133,대전,2020-01-17 2:26,-2,0,0,0,1016.9,61.8
133,대전,2020-01-17 2:27,-2,0,0,0.1,1016.9,61.9
133,대전,2020-01-17 2:28,-2,0,269.4,0.1,1016.9,62.2
133,대전,2020-01-17 2:29,-2,0,273.5,0.3,1016.9,62.3
133,대전,2020-01-17 2:30,-2,0,315.9,0.4,1016.9,62.2
133,대전,2020-01-17 2:31,-2,0,339.4,0.6,1016.9,62.3
133,대전,2020-01-17 2:32,-2,0,329.3,0.6,1016.9,62.3
133,대전,2020-01-17 2:33,-1.9,0,316.9,0.7,1016.9,62.3
133,대전,2020-01-17 2:34,-1.9,0,291,0.6,1016.9,62.3
133,대전,2020-01-17 2:35,-1.9,0,275.5,0.6,1016.9,62.1
133,대전,2020-01-17 2:36,-1.8,0,274.7,0.6,1016.9,61.9
133,대전,2020-01-17 2:37,-1.8,0,272.8,0.6,1016.9,62.1
133,대전,2020-01-17 2:38,-1.8,0,272.7,0.6,1016.9,62.3
133,대전,2020-01-17 2:39,-1.8,0,274,0.6,1016.9,62.6
133,대전,2020-01-17 2:40,-1.8,0,275.6,0.5,1016.9,62.9
133,대전,2020-01-17 2:41,-1.8,0,276.7,0.5,1016.9,63
133,대전,2020-01-17 2:42,-1.8,0,277.2,0.6,1016.9,63.2
133,대전,2020-01-17 2:43,-1.8,0,271.1,0.5,1016.8,63.2
133,대전,2020-01-17 2:44,-1.8,0,267.2,0.5,1016.8,63.2
133,대전,2020-01-17 2:45,-1.8,0,267.8,0.6,1016.8,63.4
133,대전,2020-01-17 2:46,-1.8,0,269.9,0.7,1016.8,63.7
133,대전,2020-01-17 2:47,-1.8,0,270,0.5,1016.8,63.9
133,대전,2020-01-17 2:48,-1.8,0,270,0.5,1016.8,63.9
133,대전,2020-01-17 2:49,-1.8,0,269.7,0.6,1016.8,64.2
133,대전,2020-01-17 2:50,-1.8,0,264.8,0.7,1016.8,64.4
133,대전,2020-01-17 2:51,-1.8,0,262.3,0.7,1016.8,64.4
133,대전,2020-01-17 2:52,-1.8,0,253.8,0.6,1016.8,64.6
133,대전,2020-01-17 2:53,-1.8,0,254.3,0.5,1016.8,64.6
133,대전,2020-01-17 2:54,-1.8,0,255.9,0.5,1016.8,64.6
133,대전,2020-01-17 2:55,-1.7,0,255.8,0.6,1016.8,64.6
133,대전,2020-01-17 2:56,-1.7,0,238.3,0.9,1016.7,64.6
133,대전,2020-01-17 2:57,-1.7,0,253.4,0.4,1016.7,64.7
133,대전,2020-01-17 2:58,-1.8,0,299,0.7,1016.7,64.7
133,대전,2020-01-17 2:59,-1.8,0,316.6,0.7,1016.7,64.9
133,대전,2020-01-17 3:00,-1.8,0,296.9,0.6,1016.7,64.9
133,대전,2020-01-17 3:01,-1.8,0,269.2,0.6,1016.7,64.9
133,대전,2020-01-17 3:02,-1.8,0,247.9,1,1016.7,64.8
133,대전,2020-01-17 3:03,-1.8,0,282.9,0.7,1016.7,64.9
133,대전,2020-01-17 3:04,-1.8,0,310.5,0.7,1016.7,64.9
133,대전,2020-01-17 3:05,-1.8,0,306.1,0.5,1016.6,65.1
133,대전,2020-01-17 3:06,-1.8,0,276.3,0.4,1016.6,65.1
133,대전,2020-01-17 3:07,-1.8,0,251,0.8,1016.7,65.2
133,대전,2020-01-17 3:08,-1.8,0,264,0.6,1016.6,65.4
133,대전,2020-01-17 3:09,-1.8,0,278.4,0.3,1016.6,65.4
133,대전,2020-01-17 3:10,-1.8,0,305.9,0.4,1016.6,65.4
133,대전,2020-01-17 3:11,-1.8,0,304.1,0.5,1016.6,65.5
133,대전,2020-01-17 3:12,-1.8,0,276.4,0.5,1016.6,65.6
133,대전,2020-01-17 3:13,-1.8,0,266.4,0.5,1016.6,65.6
133,대전,2020-01-17 3:14,-1.8,0,272,0.3,1016.6,65.7
133,대전,2020-01-17 3:15,-1.8,0,270,0.2,1016.6,65.8
133,대전,2020-01-17 3:16,-1.8,0,291.2,0.3,1016.6,65.8
133,대전,2020-01-17 3:17,-1.8,0,283.4,0.3,1016.6,65.9
133,대전,2020-01-17 3:18,-1.8,0,307.6,0.5,1016.6,65.9
133,대전,2020-01-17 3:19,-1.8,0,327.5,0.7,1016.6,65.8
133,대전,2020-01-17 3:20,-1.8,0,305.8,0.3,1016.6,65.9
133,대전,2020-01-17 3:21,-1.8,0,301.5,0.3,1016.6,65.8
133,대전,2020-01-17 3:22,-1.8,0,317.1,0.1,1016.5,65.8
133,대전,2020-01-17 3:23,-1.8,0,353.7,0.2,1016.5,65.8
133,대전,2020-01-17 3:24,-1.8,0,345.1,0.5,1016.5,65.8
133,대전,2020-01-17 3:25,-1.9,0,2.7,0.6,1016.5,65.6
133,대전,2020-01-17 3:26,-1.9,0,6.4,0.5,1016.5,65.4
133,대전,2020-01-17 3:27,-1.9,0,13,0.3,1016.5,65.2
133,대전,2020-01-17 3:28,-1.9,0,16.7,0.4,1016.5,65
133,대전,2020-01-17 3:29,-2,0,2,0.2,1016.5,64.9
133,대전,2020-01-17 3:30,-2,0,3.1,0.2,1016.5,64.8
133,대전,2020-01-17 3:31,-2,0,10.4,0.2,1016.5,64.7
133,대전,2020-01-17 3:32,-2,0,3.2,0.3,1016.5,64.6
133,대전,2020-01-17 3:33,-2,0,4.2,0.2,1016.5,64.5
133,대전,2020-01-17 3:34,-2,0,16.9,0.3,1016.5,64.6
133,대전,2020-01-17 3:35,-2,0,0.8,0.2,1016.5,64.5
133,대전,2020-01-17 3:36,-2,0,357.2,0.2,1016.5,64.6
133,대전,2020-01-17 3:37,-2,0,357.1,0.2,1016.5,64.6
133,대전,2020-01-17 3:38,-2,0,339.3,0.2,1016.5,64.5
133,대전,2020-01-17 3:39,-1.9,0,330.1,0.3,1016.4,64.6
133,대전,2020-01-17 3:40,-1.9,0,328,0.5,1016.4,64.5
133,대전,2020-01-17 3:41,-1.9,0,333,0.4,1016.4,64.5
133,대전,2020-01-17 3:42,-1.9,0,334.9,0.3,1016.4,64.4
133,대전,2020-01-17 3:43,-1.9,0,322.3,0.4,1016.4,64.5
133,대전,2020-01-17 3:44,-1.9,0,332.7,0.4,1016.4,64.6
133,대전,2020-01-17 3:45,-1.9,0,324.8,0.5,1016.4,64.7
133,대전,2020-01-17 3:46,-1.9,0,298.8,0.3,1016.4,64.6
133,대전,2020-01-17 3:47,-1.9,0,337,0.3,1016.4,64.9
133,대전,2020-01-17 3:48,-1.9,0,7.6,0.2,1016.4,65
133,대전,2020-01-17 3:49,-1.9,0,354.7,0.3,1016.4,65
133,대전,2020-01-17 3:50,-1.9,0,22.5,0.4,1016.4,65
133,대전,2020-01-17 3:51,-1.9,0,15,0.4,1016.4,65.2
133,대전,2020-01-17 3:52,-1.9,0,352.8,0.3,1016.4,65.3
133,대전,2020-01-17 3:53,-1.9,0,342.9,0.1,1016.3,65.5
133,대전,2020-01-17 3:54,-1.9,0,332.5,0.3,1016.3,65.5
133,대전,2020-01-17 3:55,-1.9,0,309.9,0.3,1016.3,65.6
133,대전,2020-01-17 3:56,-1.9,0,261.6,0.3,1016.3,65.7
133,대전,2020-01-17 3:57,-1.9,0,261.6,0.4,1016.3,65.7
133,대전,2020-01-17 3:58,-1.9,0,261.6,0.4,1016.3,65.9
133,대전,2020-01-17 3:59,-1.9,0,261.6,0.5,1016.3,66
133,대전,2020-01-17 4:00,-1.9,0,261.6,0.5,1016.3,66.1
133,대전,2020-01-17 4:01,-1.9,0,262.7,0.4,1016.3,66
133,대전,2020-01-17 4:02,-1.9,0,275.4,0.5,1016.3,65.8
133,대전,2020-01-17 4:03,-1.9,0,333.8,0.4,1016.3,66
133,대전,2020-01-17 4:04,-1.9,0,322.4,0.4,1016.3,66.1
133,대전,2020-01-17 4:05,-1.9,0,313.3,0.3,1016.3,66.1
133,대전,2020-01-17 4:06,-1.9,0,319.2,0.3,1016.3,66.3
133,대전,2020-01-17 4:07,-1.9,0,307.4,0.2,1016.3,66.3
133,대전,2020-01-17 4:08,-1.9,0,286,0.2,1016.3,66.2
133,대전,2020-01-17 4:09,-1.9,0,273.5,0.3,1016.3,66.5
133,대전,2020-01-17 4:10,-1.9,0,269.7,0.4,1016.3,66.5
133,대전,2020-01-17 4:11,-1.9,0,267.2,0.5,1016.3,66.6
133,대전,2020-01-17 4:12,-1.9,0,267.2,0.4,1016.3,66.7
133,대전,2020-01-17 4:13,-1.9,0,266.2,0.4,1016.3,66.7
133,대전,2020-01-17 4:14,-1.9,0,264.4,0.4,1016.3,66.6
133,대전,2020-01-17 4:15,-1.8,0,264.3,0.4,1016.3,66.7
133,대전,2020-01-17 4:16,-1.8,0,264.4,0.4,1016.3,66.8
133,대전,2020-01-17 4:17,-1.8,0,264.4,0.3,1016.3,66.9
133,대전,2020-01-17 4:18,-1.8,0,264.4,0.3,1016.3,66.9
133,대전,2020-01-17 4:19,-1.8,0,264.4,0.5,1016.3,66.9
133,대전,2020-01-17 4:20,-1.8,0,264.4,0.5,1016.2,66.9
133,대전,2020-01-17 4:21,-1.8,0,264.4,0.5,1016.2,66.9
133,대전,2020-01-17 4:22,-1.8,0,264.3,0.5,1016.2,66.9
133,대전,2020-01-17 4:23,-1.8,0,262.6,0.5,1016.2,66.9
133,대전,2020-01-17 4:24,-1.8,0,253.5,0.7,1016.2,67.1
133,대전,2020-01-17 4:25,-1.8,0,244.2,0.8,1016.2,67.1
133,대전,2020-01-17 4:26,-1.8,0,240.2,0.9,1016.2,67.2
133,대전,2020-01-17 4:27,-1.8,0,233.2,0.9,1016.2,67.1
133,대전,2020-01-17 4:28,-1.8,0,242.7,0.9,1016.2,67.1
133,대전,2020-01-17 4:29,-1.8,0,240.3,1,1016.2,67.1
133,대전,2020-01-17 4:30,-1.9,0,236.6,0.9,1016.2,67.1
133,대전,2020-01-17 4:31,-1.9,0,243.3,0.9,1016.2,67.1
133,대전,2020-01-17 4:32,-1.9,0,248,0.9,1016.2,67.1
133,대전,2020-01-17 4:33,-1.9,0,247.8,0.9,1016.2,67.2
133,대전,2020-01-17 4:34,-1.9,0,262.1,0.7,1016.2,67.2
133,대전,2020-01-17 4:35,-1.9,0,264.1,0.6,1016.1,67.3
133,대전,2020-01-17 4:36,-1.9,0,265.8,0.5,1016.1,67.4
133,대전,2020-01-17 4:37,-1.9,0,266.2,0.6,1016.1,67.5
133,대전,2020-01-17 4:38,-1.9,0,265.5,0.6,1016.1,67.6
133,대전,2020-01-17 4:39,-1.9,0,263.7,0.6,1016.1,67.6
133,대전,2020-01-17 4:40,-1.9,0,257.5,0.8,1016.1,67.7
133,대전,2020-01-17 4:41,-1.9,0,263.7,0.8,1016.1,67.7
133,대전,2020-01-17 4:42,-1.9,0,251.1,1,1016.1,67.7
133,대전,2020-01-17 4:43,-1.9,0,251.3,0.9,1016.1,67.8
133,대전,2020-01-17 4:44,-1.9,0,247,1,1016.1,67.8
133,대전,2020-01-17 4:45,-1.9,0,251.7,0.9,1016.1,67.8
133,대전,2020-01-17 4:46,-1.9,0,237.1,1,1016.1,67.8
133,대전,2020-01-17 4:47,-1.9,0,239.2,1.1,1016.1,67.7
133,대전,2020-01-17 4:48,-1.9,0,233.1,1.2,1016.1,67.8
133,대전,2020-01-17 4:49,-1.9,0,234.5,1.1,1016.1,67.8
133,대전,2020-01-17 4:50,-1.9,0,231.6,1.2,1016.1,68
133,대전,2020-01-17 4:51,-1.9,0,230.6,1.1,1016.1,68
133,대전,2020-01-17 4:52,-2,0,231.7,1.1,1016.1,68
133,대전,2020-01-17 4:53,-2,0,239.8,1.2,1016.1,68.2
133,대전,2020-01-17 4:54,-2,0,238.3,1.2,1016.1,68.3
133,대전,2020-01-17 4:55,-2,0,236.5,1.1,1016.1,68.3
133,대전,2020-01-17 4:56,-2,0,242.7,1.1,1016.1,68.3
133,대전,2020-01-17 4:57,-2,0,243.6,1,1016.1,68.4
133,대전,2020-01-17 4:58,-2,0,232.3,1.2,1016.1,68.5
133,대전,2020-01-17 4:59,-2,0,237.9,1.2,1016.1,68.5
133,대전,2020-01-17 5:00,-2,0,239.6,1.1,1016.1,68.6
133,대전,2020-01-17 5:01,-2,0,239.8,1.1,1016,68.7
133,대전,2020-01-17 5:02,-2.1,0,240.3,1.2,1016,68.9
133,대전,2020-01-17 5:03,-2.1,0,237.7,1.2,1016,69.1
133,대전,2020-01-17 5:04,-2.1,0,241.8,1.1,1016,69.1
133,대전,2020-01-17 5:05,-2.1,0,243.3,1.1,1016,69.3
133,대전,2020-01-17 5:06,-2.1,0,240.1,1.1,1016,69.4
133,대전,2020-01-17 5:07,-2.1,0,245.9,1.1,1016,69.5
133,대전,2020-01-17 5:08,-2.1,0,246.9,1,1016,69.6
133,대전,2020-01-17 5:09,-2.1,0,248.4,1.1,1016,69.8
133,대전,2020-01-17 5:10,-2.1,0,245.6,1,1016,69.8
133,대전,2020-01-17 5:11,-2.1,0,244.8,1,1016,69.7
133,대전,2020-01-17 5:12,-2.2,0,260.5,1.1,1016,70
133,대전,2020-01-17 5:13,-2.2,0,261,1,1016,70
133,대전,2020-01-17 5:14,-2.2,0,263.5,1,1016,70.1
133,대전,2020-01-17 5:15,-2.2,0,272.9,0.8,1016,70.1
133,대전,2020-01-17 5:16,-2.2,0,271.4,0.8,1016,70.3
133,대전,2020-01-17 5:17,-2.2,0,276,0.8,1016,70.3
133,대전,2020-01-17 5:18,-2.2,0,265.2,1,1016,70.3
133,대전,2020-01-17 5:19,-2.2,0,262.2,1.1,1016,70.3
133,대전,2020-01-17 5:20,-2.2,0,255.5,1,1015.9,70.3
133,대전,2020-01-17 5:21,-2.2,0,249.8,1,1015.9,70.3
133,대전,2020-01-17 5:22,-2.2,0,244.8,1,1015.9,70.3
133,대전,2020-01-17 5:23,-2.2,0,271.9,0.7,1015.9,70.3
133,대전,2020-01-17 5:24,-2.2,0,274.9,0.6,1015.9,70.4
133,대전,2020-01-17 5:25,-2.3,0,285.3,0.6,1015.9,70.4
133,대전,2020-01-17 5:26,-2.3,0,282.1,0.6,1015.9,70.4
133,대전,2020-01-17 5:27,-2.3,0,250.5,0.7,1015.9,70.5
133,대전,2020-01-17 5:28,-2.3,0,228.8,0.6,1015.9,70.3
133,대전,2020-01-17 5:29,-2.3,0,239.2,0.4,1015.9,69.9
133,대전,2020-01-17 5:30,-2.3,0,234.1,0.7,1015.9,69.8
133,대전,2020-01-17 5:31,-2.3,0,249.4,0.5,1015.9,69.9
133,대전,2020-01-17 5:32,-2.3,0,218.8,0.8,1015.9,69.6
133,대전,2020-01-17 5:33,-2.3,0,231.4,0.7,1015.9,69.9
133,대전,2020-01-17 5:34,-2.3,0,218,0.7,1015.9,70.1
133,대전,2020-01-17 5:35,-2.3,0,237.3,0.9,1015.9,70.2
133,대전,2020-01-17 5:36,-2.4,0,251.7,0.7,1015.9,70.5
133,대전,2020-01-17 5:37,-2.4,0,249.2,0.7,1015.9,70.5
133,대전,2020-01-17 5:38,-2.4,0,239.8,0.9,1015.9,70.6
133,대전,2020-01-17 5:39,-2.4,0,250.6,0.9,1015.9,70.7
133,대전,2020-01-17 5:40,-2.4,0,244.2,0.9,1015.9,70.7
133,대전,2020-01-17 5:41,-2.4,0,258.3,0.7,1015.9,70.7
133,대전,2020-01-17 5:42,-2.4,0,260,0.6,1015.9,70.8
133,대전,2020-01-17 5:43,-2.4,0,274.8,0.3,1015.9,70.7
133,대전,2020-01-17 5:44,-2.4,0,282.8,0.3,1015.9,70.7
133,대전,2020-01-17 5:45,-2.5,0,282.6,0.2,1015.9,70.7
133,대전,2020-01-17 5:46,-2.5,0,0,0,1015.9,70.7
133,대전,2020-01-17 5:47,-2.5,0,241.3,0.2,1015.9,70.6
133,대전,2020-01-17 5:48,-2.5,0,271.4,0.4,1015.9,70.7
133,대전,2020-01-17 5:49,-2.5,0,299.9,0.3,1015.9,70.8
133,대전,2020-01-17 5:50,-2.5,0,0,0.1,1015.9,70.9
133,대전,2020-01-17 5:51,-2.5,0,0,0,1015.9,71
133,대전,2020-01-17 5:52,-2.5,0,150.6,0.1,1015.9,71
133,대전,2020-01-17 5:53,-2.5,0,0,0,1015.9,71
133,대전,2020-01-17 5:54,-2.5,0,0,0.1,1015.9,71.3
133,대전,2020-01-17 5:55,-2.5,0,299.8,0.1,1015.9,71.3
133,대전,2020-01-17 5:56,-2.5,0,284.6,0.3,1015.9,71.2
133,대전,2020-01-17 5:57,-2.5,0,264.2,0.5,1015.9,71.3
133,대전,2020-01-17 5:58,-2.5,0,255.3,0.7,1015.9,71.3
133,대전,2020-01-17 5:59,-2.4,0,247.5,0.8,1015.9,71.4
